signal,entry_time,exit_time,pair,direction,pair_entry,pair_exit,r_actual,outcome,sl_pts_dxy,dxy_outcome,dxy_entry,dxy_tp,dxy_sl,london_open,gap_pts_at_lon,wave_ext_pts
LON_ATTR_LONG,2025-11-13 10:15:00+00:00,2025-11-13 17:15:00+00:00,USDJPY,long,154.567,154.257,-1.0,loss,2690,loss,99.266,99.535,98.997,99.538,,
LON_ATTR_LONG,2025-11-17 08:00:00+00:00,2025-11-17 08:30:00+00:00,AUDUSD,short,0.6535,0.65261,1.203,win,740,win,99.325,99.399,99.251,99.434,,
LON_ATTR_LONG,2025-11-17 08:00:00+00:00,2025-11-17 08:30:00+00:00,EURUSD,short,1.16112,1.16015,1.311,win,740,win,99.325,99.399,99.251,99.434,,
LON_ATTR_LONG,2025-11-17 08:00:00+00:00,2025-11-17 08:30:00+00:00,GBPUSD,short,1.31752,1.31659,1.257,win,740,win,99.325,99.399,99.251,99.434,,
LON_ATTR_LONG,2025-11-17 08:00:00+00:00,2025-11-17 08:30:00+00:00,NZDUSD,short,0.56876,0.56802,1.004,win,740,win,99.325,99.399,99.251,99.434,,
LON_ATTR_LONG,2025-11-17 08:00:00+00:00,2025-11-17 08:30:00+00:00,USDCHF,long,0.79372,0.79474,1.378,win,740,win,99.325,99.399,99.251,99.434,,
LON_ATTR_LONG,2025-11-17 08:00:00+00:00,2025-11-17 08:30:00+00:00,USDJPY,long,154.7,154.755,0.743,win,740,win,99.325,99.399,99.251,99.434,,
REV_SHORT,2025-11-27 07:45:00+00:00,2025-12-01 10:00:00+00:00,AUDUSD,long,0.65314,0.65512,0.66,win,3000,win,99.571,99.271,99.871,99.564,,
REV_SHORT,2025-11-27 07:45:00+00:00,2025-12-01 10:00:00+00:00,EURUSD,long,1.15915,1.16241,-1.0,loss,3000,win,99.571,99.271,99.871,99.564,,
REV_SHORT,2025-11-27 07:45:00+00:00,2025-12-01 10:00:00+00:00,GBPUSD,long,1.32379,1.32298,-1.0,loss,3000,win,99.571,99.271,99.871,99.564,,
REV_SHORT,2025-11-27 07:45:00+00:00,2025-12-01 10:00:00+00:00,NZDUSD,long,0.57242,0.57368,0.42,win,3000,win,99.571,99.271,99.871,99.564,,
REV_SHORT,2025-11-27 07:45:00+00:00,2025-12-01 10:00:00+00:00,USDCAD,short,1.40342,1.39841,1.67,win,3000,win,99.571,99.271,99.871,99.564,,
REV_SHORT,2025-11-27 07:45:00+00:00,2025-12-01 10:00:00+00:00,USDCHF,short,0.80489,0.80288,0.67,win,3000,win,99.571,99.271,99.871,99.564,,
REV_SHORT,2025-11-27 07:45:00+00:00,2025-12-01 10:00:00+00:00,USDJPY,short,156.11,155.256,-1.0,loss,3000,win,99.571,99.271,99.871,99.564,,
LON_ATTR_LONG,2026-01-16 11:15:00+00:00,2026-01-16 15:15:00+00:00,AUDUSD,short,0.67082,0.66832,3.472,win,720,win,99.224,99.296,99.152,99.33,,
LON_ATTR_LONG,2026-01-16 11:15:00+00:00,2026-01-16 15:15:00+00:00,EURUSD,short,1.16195,1.16025,-1.0,loss,720,win,99.224,99.296,99.152,99.33,,
LON_ATTR_LONG,2026-01-16 11:15:00+00:00,2026-01-16 15:15:00+00:00,GBPUSD,short,1.3407,1.33828,3.361,win,720,win,99.224,99.296,99.152,99.33,,
LON_ATTR_LONG,2026-01-16 11:15:00+00:00,2026-01-16 15:15:00+00:00,NZDUSD,short,0.57666,0.57529,1.903,win,720,win,99.224,99.296,99.152,99.33,,
LON_ATTR_LONG,2026-01-16 11:15:00+00:00,2026-01-16 15:15:00+00:00,USDCAD,long,1.38857,1.39049,2.667,win,720,win,99.224,99.296,99.152,99.33,,
LON_ATTR_LONG,2026-01-16 11:15:00+00:00,2026-01-16 15:15:00+00:00,USDCHF,long,0.80171,0.80228,-1.0,loss,720,win,99.224,99.296,99.152,99.33,,
LON_ATTR_LONG,2026-01-16 11:15:00+00:00,2026-01-16 15:15:00+00:00,USDJPY,long,158.117,158.069,-1.0,loss,720,win,99.224,99.296,99.152,99.33,,
GAP_REJ_LONG,2026-01-19 08:15:00+00:00,2026-01-19 08:30:00+00:00,AUDUSD,short,0.66951,0.66976,-1.0,loss,60,loss,99.237,99.243,99.231,99.134,,
GAP_REJ_LONG,2026-01-19 08:15:00+00:00,2026-01-19 08:30:00+00:00,EURUSD,short,1.16194,1.1624,-1.0,loss,60,loss,99.237,99.243,99.231,99.134,,
GAP_REJ_LONG,2026-01-19 08:15:00+00:00,2026-01-19 08:30:00+00:00,GBPUSD,short,1.33928,1.34,-1.0,loss,60,loss,99.237,99.243,99.231,99.134,,
GAP_REJ_LONG,2026-01-19 08:15:00+00:00,2026-01-19 08:30:00+00:00,NZDUSD,short,0.57741,0.57755,-1.0,loss,60,loss,99.237,99.243,99.231,99.134,,
GAP_REJ_LONG,2026-01-19 08:15:00+00:00,2026-01-19 08:30:00+00:00,USDCHF,long,0.79952,0.79871,-1.0,loss,60,loss,99.237,99.243,99.231,99.134,,
GAP_REJ_LONG,2026-01-19 08:15:00+00:00,2026-01-19 08:30:00+00:00,USDJPY,long,158.115,158.046,-1.0,loss,60,loss,99.237,99.243,99.231,99.134,,
REV_SHORT,2026-01-20 07:00:00+00:00,2026-01-20 08:30:00+00:00,AUDUSD,long,0.67341,0.67333,-0.027,loss,3000,win,98.939,98.639,99.239,98.926,,
REV_SHORT,2026-01-20 07:00:00+00:00,2026-01-20 08:30:00+00:00,EURUSD,long,1.16672,1.17087,1.383,win,3000,win,98.939,98.639,99.239,98.926,,
REV_SHORT,2026-01-20 07:00:00+00:00,2026-01-20 08:30:00+00:00,GBPUSD,long,1.34345,1.34819,1.58,win,3000,win,98.939,98.639,99.239,98.926,,
REV_SHORT,2026-01-20 07:00:00+00:00,2026-01-20 08:30:00+00:00,NZDUSD,long,0.58291,0.58362,0.237,win,3000,win,98.939,98.639,99.239,98.926,,
REV_SHORT,2026-01-20 07:00:00+00:00,2026-01-20 08:30:00+00:00,USDCAD,short,1.38534,1.38383,0.503,win,3000,win,98.939,98.639,99.239,98.926,,
REV_SHORT,2026-01-20 07:00:00+00:00,2026-01-20 08:30:00+00:00,USDCHF,short,0.79604,0.79132,1.573,win,3000,win,98.939,98.639,99.239,98.926,,
REV_SHORT,2026-01-20 07:00:00+00:00,2026-01-20 08:30:00+00:00,USDJPY,short,158.525,157.854,2.237,win,3000,win,98.939,98.639,99.239,98.926,,
REV_LONG,2026-03-09 08:00:00+00:00,2026-03-09 15:45:00+00:00,AUDUSD,short,0.6998,0.70484,-1.0,loss,3000,loss,99.351,99.651,99.051,99.363,,
REV_LONG,2026-03-09 08:00:00+00:00,2026-03-09 15:45:00+00:00,EURUSD,short,1.15501,1.15915,-1.0,loss,3000,loss,99.351,99.651,99.051,99.363,,
REV_LONG,2026-03-09 08:00:00+00:00,2026-03-09 15:45:00+00:00,GBPUSD,short,1.33344,1.33955,-1.0,loss,3000,loss,99.351,99.651,99.051,99.363,,
REV_LONG,2026-03-09 08:00:00+00:00,2026-03-09 15:45:00+00:00,NZDUSD,short,0.58892,0.59206,-1.0,loss,3000,loss,99.351,99.651,99.051,99.363,,
REV_LONG,2026-03-09 08:00:00+00:00,2026-03-09 15:45:00+00:00,USDCAD,long,1.356,1.35747,-1.0,loss,3000,loss,99.351,99.651,99.051,99.363,,
REV_LONG,2026-03-09 08:00:00+00:00,2026-03-09 15:45:00+00:00,USDCHF,long,0.77847,0.77838,-0.03,loss,3000,loss,99.351,99.651,99.051,99.363,,
REV_LONG,2026-03-09 08:00:00+00:00,2026-03-09 15:45:00+00:00,USDJPY,long,158.516,158.085,-1.0,loss,3000,loss,99.351,99.651,99.051,99.363,,
GAP_REJ_LONG,2026-03-16 16:45:00+00:00,2026-03-19 17:15:00+00:00,AUDUSD,short,0.70539,0.70408,-1.0,loss,4910,loss,99.902,100.393,99.411,100.37,,
GAP_REJ_LONG,2026-03-16 16:45:00+00:00,2026-03-19 17:15:00+00:00,EURUSD,short,1.14935,1.15573,-1.0,loss,4910,loss,99.902,100.393,99.411,100.37,,
